Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Temporal|||But internal church documents clearly show that at its publicity-seeking heights, as when it organized a spectacular Yankee Stadium bicentennial rally in 1976, there actually were only about 2,000 full-time Unification Church members in the U.S|||Mr. Moon's support for a Watergate-beleaguered Richard Nixon, the Koreagate scandal, and his prison sentence for income-tax evasion did not help the church's recruitment efforts
Temporal|||As part of the transaction, J.C. Penney will sell a portion of its credit-card receivables to its JCP Receivables Inc. unit, which will then transfer them to a master trust|||The trust will issue the certificates
Temporal|||The RTC has projected that it will require between $50 billion to $100 billion in temporary working capital|||The borrowing to raise these funds would be paid off as assets of sick thrifts are sold
Temporal|||As a result, Judge John F. Keenan of New York ordered Mrs. Marcos to turn over to the court all pleadings and documents she may have filed in foreign countries in opposition to U.S. requests for evidence|||Mrs. Marcos had claimed that she didn't have to turn over the documents because she was brought here involuntarily and because providing the materials would violate her marital privilege
Expansion|||General Motors Corp. 's Chevrolet division said it is offering $750 cash incentives on all 1990 models of its full-size Blazer and Suburban truck lines|||Chevrolet already has cash incentives on the 1989 models of these vehicles
Expansion|||that discretionary power could have an impact on the markets if rumors were to circulate about when the exchanges might be closed|||that the president already has the power to close the markets in an emergency
Expansion|||Asked whether there is anything Congress should do to curb the LBO boom, Mr. Brady responded, "I think the LBO phenomenon, (while) it won't stop completely, will be a thing of the past|||Before taking any action, he advised the panel to "see what the market has produced as a cure
Expansion|||The former Wall Street executive refused to offer an opinion on the controversy surrounding program trading|||I do not have a view of whether we should do anything about program trading at this time," he said
Expansion|||The proposals go far beyond the current and rather confused policies of perestroika, Mikhail Gorbachev's restructuring of the economy|||They lay out a clear timetable and methodology for liberalizing the system of setting prices, breaking up huge industrial monopolies and putting unprofitable state-owned companies out of business
Expansion|||Instead, they map out a strategy in several phases from now until 1995|||Most of the measures would probably only start to have an effect on beleaguered Soviet consumers in two to three years at the earliest
Expansion|||Rigid ideological restrictions on property ownership should be abandoned|||breaking up the monolithic system of state-owned enterprises and farms and allowing a big private sector to flourish, helped by tough anti-monopoly legislation
Expansion|||breaking up the monolithic system of state-owned enterprises and farms and allowing a big private sector to flourish, helped by tough anti-monopoly legislation|||The economy would be thrown open to numerous types of ownership between now and 1992, including factories leased by workers or owned by shareholders, cooperatives and joint ventures
Expansion|||The economy would be thrown open to numerous types of ownership between now and 1992, including factories leased by workers or owned by shareholders, cooperatives and joint ventures|||Some forms of private property would be sanctioned
Expansion|||breaking up the monolithic system of state-owned enterprises and farms and allowing a big private sector to flourish, helped by tough anti-monopoly legislation.|||Such moves would greatly reduce the power of government ministries, who now jealously guard their turf and are seen as one of the major obstacles blocking economic reform
Expansion|||Emergency measures would be introduced to ease the country's financial crisis, notably its $200 billion budget deficit|||By the end of next year, all loss-making state enterprises would be put out of business or handed over to workers who would buy or lease them or turn them into cooperatives
Expansion|||Emergency measures would be introduced to ease the country's financial crisis, notably its $200 billion budget deficit.|||Similar steps would be taken to liquidate unprofitable state and collective farms by the end of 1991
Expansion|||Emergency measures would be introduced to ease the country's financial crisis, notably its $200 billion budget deficit.|||A unified system of taxation should be introduced rapidly
Expansion|||Emergency measures would be introduced to ease the country's financial crisis, notably its $200 billion budget deficit.|||To mop up some of the 300 billion rubles in circulation, the government should encourage home ownership, including issuing bonds that guarantee holders the right to purchase an apartment
Expansion|||Consumers would still be able to buy some food and household goods at subsidized prices, but luxury and imported items, including food, would be sold at market prices|||Wholesale prices would be divided into three categories: raw materials sold at fixed prices close to world levels; government-set procurement prices for a small number of key products; and free prices for everything else to be determined by contracts between suppliers and purchasers
Expansion|||Consumers would still be able to buy some food and household goods at subsidized prices, but luxury and imported items, including food, would be sold at market prices.|||Inflation-adjusted social benefits would ensure that the poor and elderly don't suffer unduly
Expansion|||The current liberalization and decentralization of foreign trade would be taken much further|||Soviet companies would face fewer obstacles for exports and could even invest their hard currency abroad
Expansion|||Soviet companies would face fewer obstacles for exports and could even invest their hard currency abroad|||Foreigners would receive greater incentives to invest in the U.S.S.R
Expansion|||Soviet companies would face fewer obstacles for exports and could even invest their hard currency abroad.|||Alongside the current non-convertible ruble, a second currency would be introduced that could be freely exchanged for dollars and other Western currencies
Expansion|||Soviet companies would face fewer obstacles for exports and could even invest their hard currency abroad.|||A domestic foreign exchange market would be set up as part of an overhaul of the nation's banking system
Expansion|||Unlike those awful Republican consultants, Members don't profit directly from HUD projects|||They merely collect campaign contributions from developers that help keep them in office
Expansion|||In this case, the Members outdid themselves|||They transferred some $28 million from the Community Development Block Grant program designated largely for low- and moderate-income projects and funneled it into such items as:
Expansion|||The pound immediately began to take a buffetting after the resignations were announced|||In late New York trading, sterling stood at $1.5765, down from $1.6145 late Wednesday
Expansion|||The British economy is hardly the picture of health these days|||At 15%, base interest rates are the highest in eight years
Expansion|||and the 7.6% annual inflation rate is by far the highest in the European Community|||Unions are pressing demands for wage increases of more than 10% despite general belief that economic growth next year will be less than 2%
Expansion|||Increasingly, the financial markets are reflecting the gloom|||The Financial Times 100-share index has dropped about 12% from its 1989 high of 2423.9 on Sept. 8
Expansion|||The Financial Times 100-share index has dropped about 12% from its 1989 high of 2423.9 on Sept. 8|||Yesterday, even before the resignations were announced, the index dove 32.5 points to close at 2129.4
Expansion|||The only question is, how deep is it going to be|||The outlook for corporate earnings is fairly bleak
Expansion|||Red ink already has begun to flow in the wake of the U.S.-U.K. market breaks of Oct. 13 and Oct. 16|||it will incur a second-half loss as a result of the market plunge
Expansion|||Denizens of London's financial district are cushioning themselves for heavy blows|||A lot more of our customers are staying until our 10 p.m. closing time," says Christopher Brown, managing director of Corney & Barrow Restaurants Ltd., which runs five tony wine bars in the district
Expansion|||The malaise has created a nostalgic longing for the uncomplicated days of the mid-1980s|||People come to us saying they'd like to be back where they were a few years ago, in a more collegial atmosphere, with less tension," says Stephen Waterhouse, managing director of Hanover Partners Ltd., a financial district head-hunting firm
Expansion|||But after trading losses in the mid-October market jolts here, many people will be lucky to have jobs at all|||The industry, which currently employs about 25,000 people in London, has shed about 2,500 jobs over the past two years
Expansion|||It's difficult to see that there's going to be enough business to go around|||About eight firms will get the lion's share
Expansion|||About eight firms will get the lion's share|||At the others, there are going to be a lot of disappointments, after all those promises and all that big money that's been paid to people
Expansion|||It all adds up to a cold winter here|||People are just plain scared
Expansion|||Sales increased 11.9% to 279.39 billion yen from 249.68 billion yen|||Net fell 1% to 3.23 billion yen from 3.26 billion yen
Expansion|||Sales increased 11.9% to 279.39 billion yen from 249.68 billion yen.|||Pershare net fell to 4.97 yen from 5.40 yen
Expansion|||Rolled copper product sales were major contributors to overall sales growth|||Sales by category rose 24% to 35.23 billion yen, reflecting increased production in automobile, airconditioner and electric machine industries, which are major users of wire and cable products
Expansion|||The completion of the merger agreement follows months of twists and turns|||In January, American Medical brought in a new chief executive officer, Richard A. Gilleland, 45
Expansion|||It also was considering a restructuring to help boost the stock price|||A group including several members of the the Bass family of Texas urged the company to take some steps to maximize shareholder value
Expansion|||The FCC moves were good news for AT&T, which has been striving since the breakup of the phone system for greater latitude in pricing and reduced regulation|||Alfred Sikes, the new FCC chairman, championed deregulation of AT&T at his last job as head of a Commerce Department telecommunications agency
Expansion|||The FCC took three specific actions regarding AT&T|||By a 4-0 vote, it allowed AT&T to continue offering special discount packages to big customers
Expansion|||AT&T applauded the FCC's actions|||The time is long overdue to take a look at the fierce competition in the long-distance business and the rules governing it," the New York telecommunications firm said in a statement
Expansion|||Separately, AT&T filed a countersuit against MCI accusing it of misleading consumers through allegedly "false and deceptive" advertising|||The AT&T action was the most recent blow in a nasty fight
Expansion|||As word of the crime spree has spread, many agents have started changing their open-door policies|||At El Monte Travel Center in El Monte, Calif., customers now can get in only through a buzzer and lock system
Expansion|||The robberies also have set off a controversy involving the airlines|||Agents say airlines, which track ticket numbers of all stolen tickets, should be doing more to catch the thieves by confiscating the tickets when they're used. "They have the most sophisticated computers in the world," says Mr. LLerena. "They ought to be able to do this."
Expansion|||major airlines sometimes make flight attendants work 16 hours or more straight|||Some flight attendants on charter planes are putting in 20-hour work days
Expansion|||GOLF HAS BECOME the latest diversion for travelers stuck at some airports|||Simulated golf games have been installed at airports in Denver and Pittsburgh
Expansion|||Why do you continually ignore the salubrious effects of indexing the basis of capital gains for inflation|||Why do you maintain the House-passed capital-gains plan is a "temporary" reduction when it is not
Expansion|||Your Sept. 29 page-one story on the House-passed capital-gains plan is a good example|||You lead readers to believe that the House reduced the capital-gains tax for two years only
Expansion|||You lead readers to believe that the House reduced the capital-gains tax for two years only|||You virtually ignore the tax-reducing power of indexation, which in many cases is more substantial than a lower rate
Expansion|||That the motivation for the two-year reduction to 19.6% is budgetary does not mean it is not in the public interest|||The reduction eases the burden on portfolio changes and frees capital to seek more productive or more appropriate uses
Expansion|||The venture is part of a two-pronged effort to shore up a division that has posted continuing operating losses for several years|||The other element includes consolidating BethForge's press-forge operations
Expansion|||The indictment charged that Pymm operated a machine to crush broken thermometers and recover the mercury in an illegal workroom|||The charges said that one worker suffered permanent brain damage from mercury exposure
Expansion|||The executives face five to 15 years in prison and fines of $5,000 or double the profit made by failing to comply with the rules|||The company could be fined a maximum of $10,000, or double the profit
Expansion|||That's just what happened in the October 1987 crash|||As the market tumbled, disorderly market conditions prevailed: The margins between buying bids and selling bids widened; trading in many stocks was suspended; orders took unduly long to be executed; and many specialists stopped trading altogether
Expansion|||As the market tumbled, disorderly market conditions prevailed|||The margins between buying bids and selling bids widened
Expansion|||The margins between buying bids and selling bids widened|||trading in many stocks was suspended
Expansion|||The margins between buying bids and selling bids widened; trading in many stocks was suspended|||orders took unduly long to be executed
Expansion|||The availability of timely assistance -- of a backstop -- can help markets retain their resilience|||The Fed already buys and sells foreign exchange to prevent disorderly conditions in foreign-exchange markets
Expansion|||The Fed already buys and sells foreign exchange to prevent disorderly conditions in foreign-exchange markets.|||The stock market is the only major market without a market-maker of unchallenged liquidity or a buyer of last resort
Expansion|||This does not mean that the Federal Reserve does not already play an important indirect role in the stock market|||In 1987, it pumped billions into the markets through open market operations and the discount window
Expansion|||In 1987, it pumped billions into the markets through open market operations and the discount window|||It lent money to banks and encouraged them to make funds available to brokerage houses
Expansion|||The foreign-exchange and government securities markets are vastly larger|||Daily trading volume in the New York foreign exchange market is $130 billion.
Expansion|||The Fed's stock market role ought not to be very ambitious|||It should seek only to maintain the functioning of markets -- not to prop up the Dow Jones or New York Stock Exchange averages at a particular level
Expansion|||not to prop up the Dow Jones or New York Stock Exchange averages at a particular level|||The Fed should guard against systemic risk, but not against the risks inherent in individual stocks
Expansion|||But since the member countries of the International Monetary Fund agreed to the "Guidelines to Floating" in 1974, such difficulties have been avoided|||I cannot recall any disorder in currency markets since the 1974 guidelines were adopted
Expansion|||Some conservatives say Mr. Bush shouldn't make the trip|||These critics object to Mr. Bush's participation in a meeting that includes Nicaraguan President Daniel Ortega among the guests
Expansion|||I believe it will do more damage than good because it will legitimize people like Daniel Ortega|||Mr. Windsor, among other analysts connected to the conservative Heritage Foundation, fears the gathering of 18 leaders, mostly from Central American nations, will force Mr. Bush "to explain and redeem himself" in the wake of charges that the U.S. failed to do enough to aid the removal of Panamanian dictator Manuel Noriega
Expansion|||At the same time, liberal and moderate Democrats note the irony of Mr. Bush's joining a celebration of Costa Rican democracy at a time his administration has sought sharp cuts in U.S. aid to the tiny country|||The administration proposed only $57 million in so-called economic support funds for Costa Rica this year, down from the $90 million the U.S. provided last year
Expansion|||However, peace efforts by Costa Rican President Oscar Arias haven't always helped the country's cause in Washington|||Mr. Arias's long-time refusal to support the U.S.'s campaign against leftist Nicaragua earned him the ire of the Reagan White House
Expansion|||Let me say there is a symbolic component to this trip|||There won't be any formal resolutions or communiques, I don't think.
Expansion|||But trade, one of the economy's main forces in the past few years, showed a sharp deterioration|||Imports of goods and services soared, while exports were flat
Expansion|||many analysts expect it to slow considerably in the fourth quarter as demand for autos falls|||Many economists think the rise in the value of the U.S. dollar this year will further crimp progress in trade
Expansion|||Treasury Secretary Nicholas Brady called the 2.5% pace "good, solid growth," although he said he expects the expansion to slow in the fourth quarter|||Inflation is lower than I think people expected it to be, and I think that's good news
Expansion|||But administration officials were concerned over the bleak trade report|||Mr. Darby called it a "disappointment
Expansion|||According to the report, inventories outside the farm sector grew at an annual rate of $24.6 billion in the third quarter, up from a $19.5 billion pace in the second quarter|||Manufacturers' stocks fattened at an $18.4 billion annual rate, up from $8.3 billion
Expansion|||Sales jumped 12.2% to 232.12 billion yen from 206.87 billion yen|||Net income increased 6.7% to 12.43 billion yen from 11.66 billion yen
Expansion|||Net income increased 6.7% to 12.43 billion yen from 11.66 billion yen|||Per-share net rose to 20.48 yen from 19.51 yen
Expansion|||For the full fiscal year ending next March that total sales of 477.00 billion yen, up from 420.68 billion yen in the previous fiscal year|||Pretax profit is seen at 45.00 billion yen, down from 47.17 billion yen, while net income is estimated at 23.500 billion yen, up from 23.031 billion yen
Expansion|||its pretax profit rose 0.3% to 13.05 billion yen from 13.02 billion yen|||Sales rose 8.5% to 195.19 billion yen from 179.916 billion yen
Expansion|||its pretax profit rose 0.3% to 13.05 billion yen from 13.02 billion yen.|||Net income surged 10% to 7.12 billion yen from 6.47 billion yen
Expansion|||its pretax profit rose 0.3% to 13.05 billion yen from 13.02 billion yen.|||Per-share net rose to 14.95 yen from 14.44 yen
Expansion|||that for the full fiscal year ending next March 31, sales will total 400.0 billion yen, up from 366.89 billion yen|||Pretax profit was estimated at 23.0 billion yen, down from 25.51 billion yen
Expansion|||Service Corp. International said it expects to report net income of 15 cents a share for the third quarter|||The company said it expects to release third-quarter results in mid-November
Expansion|||there is more than one way to respond to a disaster|||For many companies, the instinctive first response is to cut costs
Expansion|||UNC also is selling new parts, if needed, directly to the military instead of through a prime contractor|||At as little as one-third of the government's cost, the company is running a program to train Army helicopter pilots
Expansion|||In another approach, tiny Iverson Technology is trying to resume its growth by braving the new world of commercial products|||he hopes the company can eventually get up to half of its revenue from commercial markets
Expansion|||Moreover, it's trying to transfer its skill at designing military equipment to commercial ventures|||A partnership with a Williamsburg, Va., unit of Shell Oil Co. recently patented a process for producing plastic food containers that won't melt in microwave ovens
Expansion|||We're trying to take the imagination and talent of our engineers and come up with new processes for industry|||It is an effort to branch out from the government
Expansion|||Some companies are cutting costs and hoping for the best|||Telos Corp., a Santa Monica, Calif., provider of software-development and hardware-maintenance services to the military, enjoyed steady growth until this year.
Expansion|||TransTechnology Corp provides a more dramatic example of cost-cutting|||The company not only merged three military-electronics manufacturing operations, but also closed an unrelated plant that makes ordnance devices used in fighter planes and missiles
Expansion|||Typical is Ente Nazionale Idrocarburi, Italy's state-owned energy company, which not long ago acquired through its AGIP oil subsidiary a 5% share in the consortium accounting for half of Nigeria's oil output|||AGIP already has an oil stake in Libya
Expansion|||Franco Reviglio, ENI chairman, looks for sweeping structural change in the oil industry as a result of environmental issues|||He made a special trip to examine U.S. environmental trends because they are often followed in Europe
Expansion|||In the U.S., the search for oil had been headed toward environmentally sensitive areas believed to have vast reserves|||Alaska's Arctic National Wildlife Refuge alone is thought to hide more than three billion barrels of oil
Expansion|||Activity has revived in the largest U.S. gas-producing regions, such as the Gulf of Mexico|||Santa Fe International Corp is stepping up development of a well off Texas' Matagorda Island where it found gas in 1987
Expansion|||U.S. GNP rose at an annual rate of 2.5% in the third quarter|||The implicit price deflator, a measure of inflation, was down to a 2.9% annual rate of increase in the quarter from a 4.6% rate of gain in the second quarter
Expansion|||They want late-night shuttles to the biology labs|||They want a 24-hour library
